"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.210","EUR","FILE","0","2192","75","117","7","1686239272460"
"192.168.0.250","ASI","index.html","2","2285","77","61","3","1686239272463"
"192.168.0.180","USA","index.html","1","3222","111","79","3","1686239272466"
"192.168.0.200","ASI","FILE","0","2595","84","101","1","1686239272470"
"192.168.0.240","EUR","index.html","2","1952","70","74","6","1686239272474"
"192.168.0.180","ASI","FILE","0","3259","112","144","2","1686239272478"
"192.168.0.210","EUR","index.html","0","2207","76","191","7","1686239272481"
"192.168.0.240","ASI","index.html","1","1973","71","80","3","1686239272484"
"192.168.0.180","EUR","index.html","0","3277","113","118","5","1686239272487"
"192.168.0.220","USA","APP","1","1652","57","88","4","1686239272491"
"192.168.0.250","USA","index.html","0","2301","78","155","4","1686239272495"
"192.168.0.190","EUR","index.html","0","3000","106","149","7","1686239272498"
"192.168.0.220","EUR","FILE","1","1682","58","107","5","1686239272502"
"192.168.0.250","EUR","FILE","0","2333","79","119","4","1686239272505"
"192.168.0.190","EUR","index.html","1","3021","107","84","5","1686239272510"
"192.168.0.200","EUR","index.html","2","2622","85","48","5","1686239272513"
"192.168.0.250","ASI","APP","1","2357","80","113","2","1686239272516"
"192.168.0.180","EUR","index.html","2","3298","114","76","7","1686239272520"
"192.168.0.200","EUR","APP","2","2659","86","63","4","1686239272523"
"192.168.0.250","EUR","APP","2","2390","81","60","7","1686239272526"
"192.168.0.190","USA","index.html","0","3037","108","181","3","1686239272530"
"192.168.0.220","USA","index.html","2","1702","59","78","4","1686239272534"
"192.168.0.230","EUR","APP","1","2322","69","113","5","1686239272539"
"192.168.0.180","ASI","index.html","1","3319","115","84","2","1686239272542"
"192.168.0.200","EUR","index.html","0","2677","87","119","4","1686239272545"
"192.168.0.230","ASI","APP","2","2359","70","43","1","1686239272548"
"192.168.0.180","EUR","index.html","1","3340","116","83","7","1686239272553"
"192.168.0.220","USA","APP","1","1729","60","90","4","1686239272556"
"192.168.0.230","EUR","APP","0","2389","71","146","5","1686239272559"
"192.168.0.190","EUR","FILE","2","3090","109","51","6","1686239272563"
"192.168.0.200","ASI","FILE","0","2723","88","133","3","1686239272568"
"192.168.0.240","USA","index.html","2","2001","72","44","4","1686239272571"
"192.168.0.180","EUR","APP","1","3373","117","77","5","1686239272575"
"192.168.0.200","EUR","APP","2","2763","89","47","5","1686239272578"
"192.168.0.250","ASI","index.html","1","2410","82","94","2","1686239272585"
"192.168.0.180","EUR","FILE","1","3408","118","114","7","1686239272588"
"192.168.0.200","EUR","FILE","1","2798","90","100","7","1686239272591"
"192.168.0.230","USA","index.html","2","2412","72","61","4","1686239272595"
"192.168.0.180","USA","index.html","1","3426","119","114","3","1686239272598"
"192.168.0.220","USA","APP","1","1761","61","90","4","1686239272602"
"192.168.0.240","EUR","index.html","2","2023","73","66","7","1686239272605"
"192.168.0.190","ASI","FILE","0","3126","110","167","2","1686239272608"
"192.168.0.220","EUR","FILE","0","1790","62","150","7","1686239272613"
"192.168.0.250","ASI","FILE","2","2460","83","63","2","1686239272616"
"192.168.0.180","USA","FILE","2","3475","120","41","3","1686239272620"
"192.168.0.210","ASI","APP","1","2242","77","85","1","1686239272624"
"192.168.0.250","USA","APP","1","2489","84","86","4","1686239272628"
"192.168.0.190","EUR","index.html","1","3148","111","78","4","1686239272632"
"192.168.0.200","EUR","APP","2","2827","91","57","4","1686239272635"
"192.168.0.230","ASI","APP","1","2447","73","83","2","1686239272639"
"192.168.0.180","EUR","APP","1","3507","121","97","4","1686239272641"
"192.168.0.200","EUR","APP","2","2856","92","75","4","1686239272648"
"192.168.0.230","USA","APP","0","2470","74","158","4","1686239272651"
"192.168.0.180","USA","FILE","1","3553","122","106","3","1686239272654"
"192.168.0.210","EUR","FILE","0","2282","78","125","6","1686239272657"
"192.168.0.250","EUR","APP","1","2521","85","91","5","1686239272662"
"192.168.0.180","EUR","index.html","1","3572","123","102","4","1686239272665"
"192.168.0.220","USA","index.html","1","1810","63","89","3","1686239272669"
"192.168.0.240","USA","index.html","2","2052","74","43","3","1686239272672"
"192.168.0.190","ASI","index.html","2","3169","112","75","1","1686239272678"
"192.168.0.200","EUR","APP","1","2885","93","95","4","1686239272681"
"192.168.0.240","EUR","FILE","0","2097","75","146","4","1686239272684"
"192.168.0.180","ASI","index.html","2","3592","124","77","3","1686239272687"
"192.168.0.220","EUR","APP","1","1843","64","88","6","1686239272692"
"192.168.0.230","USA","FILE","1","2506","75","102","3","1686239272696"
"192.168.0.180","USA","APP","1","3618","125","114","3","1686239272698"
"192.168.0.200","EUR","FILE","0","2931","94","128","4","1686239272701"
"192.168.0.250","ASI","index.html","0","2537","86","156","3","1686239272705"
"192.168.0.190","USA","APP","2","3197","113","71","4","1686239272710"
"192.168.0.220","ASI","index.html","2","1866","65","64","1","1686239272715"
"192.168.0.230","EUR","FILE","2","2545","76","57","7","1686239272718"
"192.168.0.180","USA","APP","0","3643","126","180","4","1686239272721"
"192.168.0.220","ASI","APP","1","1893","66","84","3","1686239272725"
"192.168.0.240","USA","FILE","1","2128","76","109","4","1686239272728"
"192.168.0.180","EUR","index.html","1","3662","127","105","5","1686239272731"
"192.168.0.220","EUR","APP","2","1928","67","41","6","1686239272734"
"192.168.0.230","EUR","FILE","1","2582","77","85","6","1686239272738"
"192.168.0.180","ASI","index.html","0","3679","128","145","1","1686239272741"
"192.168.0.210","ASI","APP","1","2312","79","99","3","1686239272744"
"192.168.0.250","EUR","APP","0","2568","87","152","7","1686239272748"
"192.168.0.180","EUR","APP","1","3710","129","101","5","1686239272751"
"192.168.0.200","USA","index.html","0","2946","95","193","3","1686239272756"
"192.168.0.230","USA","index.html","2","2607","78","53","3","1686239272759"
"192.168.0.190","ASI","APP","0","3227","114","129","2","1686239272762"
"192.168.0.210","USA","APP","1","2338","80","116","3","1686239272765"
"192.168.0.240","USA","APP","2","2156","77","68","3","1686239272773"
"192.168.0.190","ASI","FILE","0","3267","115","153","3","1686239272777"
"192.168.0.210","USA","APP","0","2365","81","152","3","1686239272780"
"192.168.0.240","USA","index.html","2","2185","78","42","3","1686239272784"
"192.168.0.180","ASI","index.html","0","3725","130","193","1","1686239272787"
"192.168.0.200","ASI","APP","1","2972","96","87","1","1686239272791"
"192.168.0.230","EUR","APP","2","2648","79","41","5","1686239272795"
"192.168.0.180","USA","APP","2","3758","131","62","3","1686239272797"
"192.168.0.220","USA","index.html","2","1951","68","61","3","1686239272802"
"192.168.0.230","ASI","index.html","1","2666","80","116","3","1686239272806"
"192.168.0.190","EUR","APP","0","3296","116","146","4","1686239272809"
"192.168.0.220","USA","APP","2","1988","69","49","3","1686239272812"
"192.168.0.240","ASI","APP","1","2219","79","91","2","1686239272818"
"192.168.0.190","USA","index.html","0","3312","117","162","3","1686239272822"
"192.168.0.200","ASI","index.html","0","2991","97","106","3","1686239272825"
"192.168.0.250","EUR","index.html","1","2586","88","111","5","1686239272828"
"192.168.0.180","USA","APP","1","3792","132","84","4","1686239272835"
"192.168.0.220","USA","index.html","1","2007","70","98","4","1686239272838"
"192.168.0.240","ASI","index.html","0","2236","80","152","2","1686239272841"
"192.168.0.190","USA","APP","2","3346","118","49","3","1686239272844"
"192.168.0.200","USA","APP","2","3021","98","59","3","1686239272849"
"192.168.0.250","USA","FILE","2","2621","89","58","3","1686239272852"
"192.168.0.190","ASI","index.html","2","3369","119","64","3","1686239272856"
"192.168.0.200","EUR","index.html","2","3044","99","63","5","1686239272858"
"192.168.0.250","USA","FILE","2","2658","90","77","3","1686239272862"
"192.168.0.180","EUR","FILE","0","3836","133","105","7","1686239272868"
"192.168.0.220","ASI","FILE","1","2049","71","94","3","1686239272871"
"192.168.0.240","EUR","FILE","2","2277","81","61","7","1686239272875"
"192.168.0.190","ASI","index.html","0","3388","120","107","1","1686239272880"
"192.168.0.210","EUR","index.html","2","2389","82","59","6","1686239272884"
"192.168.0.250","ASI","APP","2","2699","91","43","1","1686239272886"
"192.168.0.190","EUR","index.html","2","3409","121","76","7","1686239272890"
"192.168.0.200","USA","index.html","1","3066","100","78","3","1686239272898"
"192.168.0.250","ASI","APP","1","2731","92","95","1","1686239272901"
"192.168.0.190","EUR","index.html","2","3433","122","57","6","1686239272904"
"192.168.0.220","ASI","APP","0","2080","72","138","1","1686239272909"
"192.168.0.240","ASI","APP","1","2307","82","112","3","1686239272913"
"192.168.0.190","EUR","index.html","0","3452","123","110","6","1686239272916"
"192.168.0.210","EUR","FILE","1","2424","83","85","4","1686239272919"
"192.168.0.250","USA","APP","2","2766","93","60","4","1686239272923"
"192.168.0.190","ASI","index.html","1","3471","124","98","3","1686239272927"
"192.168.0.220","EUR","APP","0","2103","73","148","4","1686239272930"
"192.168.0.230","EUR","FILE","0","2711","81","129","4","1686239272934"
"192.168.0.180","ASI","FILE","0","3875","134","141","3","1686239272937"
"192.168.0.200","USA","index.html","0","3084","101","118","4","1686239272943"
"192.168.0.250","EUR","FILE","0","2798","94","127","6","1686239272946"
"192.168.0.180","EUR","FILE","2","3929","135","46","5","1686239272949"
"192.168.0.210","EUR","FILE","0","2455","84","104","7","1686239272952"
"192.168.0.250","USA","index.html","0","2817","95","115","4","1686239272957"
"192.168.0.180","EUR","APP","1","3956","136","89","7","1686239272961"
"192.168.0.200","USA","index.html","0","3100","102","179","4","1686239272964"
"192.168.0.240","EUR","index.html","2","2329","83","65","5","1686239272967"
"192.168.0.180","EUR","APP","0","3980","137","141","6","1686239272972"
"192.168.0.210","EUR","FILE","0","2498","85","116","6","1686239272975"
"192.168.0.230","USA","FILE","2","2761","82","43","4","1686239272979"
"192.168.0.190","ASI","index.html","2","3494","125","64","3","1686239272982"
"192.168.0.220","USA","FILE","1","2143","74","94","4","1686239272988"
"192.168.0.240","USA","APP","1","2355","84","81","4","1686239272990"
"192.168.0.190","EUR","FILE","1","3526","126","89","5","1686239272993"
"192.168.0.200","USA","index.html","1","3119","103","98","3","1686239272997"
"192.168.0.240","USA","index.html","2","2382","85","46","4","1686239273001"
"192.168.0.180","ASI","index.html","2","4001","138","74","1","1686239273005"
"192.168.0.200","ASI","index.html","0","3138","104","108","3","1686239273008"
"192.168.0.250","USA","index.html","1","2837","96","88","4","1686239273011"
"192.168.0.190","EUR","FILE","1","3554","127","117","5","1686239273014"
"192.168.0.210","USA","FILE","1","2543","86","112","3","1686239273019"
"192.168.0.230","USA","FILE","2","2807","83","51","3","1686239273023"
"192.168.0.180","ASI","APP","1","4026","139","95","2","1686239273026"
"192.168.0.210","EUR","index.html","0","2558","87","198","5","1686239273029"
"192.168.0.250","USA","index.html","1","2855","97","106","3","1686239273034"
"192.168.0.190","ASI","FILE","2","3598","128","40","3","1686239273038"
"192.168.0.200","USA","FILE","2","3181","105","52","3","1686239273041"
"192.168.0.240","ASI","index.html","0","2398","86","176","1","1686239273045"
"192.168.0.190","EUR","FILE","1","3645","129","94","4","1686239273050"
"192.168.0.210","EUR","FILE","0","2594","88","132","4","1686239273053"
"192.168.0.250","ASI","index.html","1","2873","98","107","3","1686239273058"
"192.168.0.190","ASI","APP","2","3674","130","57","3","1686239273061"
"192.168.0.200","USA","index.html","1","3200","106","99","3","1686239273066"
"192.168.0.250","ASI","FILE","1","2923","99","83","3","1686239273069"
"192.168.0.180","USA","index.html","1","4044","140","116","3","1686239273073"
"192.168.0.210","USA","FILE","2","2633","89","51","3","1686239273076"
"192.168.0.240","EUR","index.html","2","2426","87","45","5","1686239273081"
"192.168.0.190","EUR","index.html","2","3695","131","72","5","1686239273084"
"192.168.0.220","ASI","FILE","0","2169","75","181","3","1686239273088"
"192.168.0.250","EUR","FILE","1","2959","100","82","6","1686239273090"
"192.168.0.180","USA","FILE","1","4079","141","79","4","1686239273095"
"192.168.0.210","EUR","FILE","1","2679","90","95","7","1686239273101"
"192.168.0.240","ASI","index.html","1","2444","88","109","3","1686239273104"
"192.168.0.190","USA","index.html","0","3711","132","169","3","1686239273107"
"192.168.0.200","EUR","APP","2","3237","107","60","4","1686239273111"
"192.168.0.250","USA","APP","1","2989","101","94","4","1686239273115"
"192.168.0.180","USA","index.html","2","4101","142","65","3","1686239273119"
"192.168.0.200","USA","APP","1","3268","108","86","3","1686239273123"
"192.168.0.230","USA","index.html","2","2828","84","73","4","1686239273127"
"192.168.0.180","USA","APP","1","4125","143","104","4","1686239273131"
"192.168.0.220","EUR","APP","1","2195","76","97","4","1686239273135"
"192.168.0.240","USA","APP","0","2469","89","139","3","1686239273138"
"192.168.0.180","USA","FILE","0","4157","144","148","3","1686239273141"
"192.168.0.220","ASI","APP","2","2229","77","60","3","1686239273145"
"192.168.0.230","EUR","index.html","1","2846","85","116","7","1686239273147"
"192.168.0.180","USA","APP","1","4187","145","119","3","1686239273150"
"192.168.0.200","EUR","APP","2","3301","109","53","4","1686239273153"
"192.168.0.250","USA","APP","0","3018","102","196","4","1686239273158"
"192.168.0.190","ASI","index.html","1","3732","133","80","2","1686239273162"
"192.168.0.220","EUR","index.html","2","2249","78","78","7","1686239273165"
"192.168.0.250","EUR","APP","0","3041","103","130","5","1686239273168"
"192.168.0.190","EUR","index.html","1","3751","134","103","6","1686239273171"
"192.168.0.220","ASI","index.html","2","2273","79","58","2","1686239273175"
"192.168.0.230","EUR","APP","0","2867","86","157","4","1686239273178"
"192.168.0.190","EUR","FILE","0","3789","135","175","4","1686239273181"
"192.168.0.210","ASI","APP","2","2714","91","62","3","1686239273184"
"192.168.0.230","USA","APP","1","2893","87","97","3","1686239273189"
"192.168.0.190","USA","FILE","1","3825","136","117","4","1686239273192"
"192.168.0.220","EUR","index.html","1","2291","80","107","5","1686239273195"
"192.168.0.250","ASI","FILE","2","3079","104","44","2","1686239273198"
"192.168.0.180","USA","APP","1","4216","146","88","4","1686239273202"
"192.168.0.220","USA","index.html","2","2321","81","40","3","1686239273207"
"192.168.0.230","EUR","APP","1","2919","88","116","7","1686239273210"
"192.168.0.180","EUR","index.html","2","4246","147","41","7","1686239273213"
"192.168.0.210","USA","index.html","0","2731","92","137","3","1686239273216"
"192.168.0.250","USA","index.html","0","3098","105","110","4","1686239273219"
"192.168.0.180","EUR","index.html","1","4268","148","78","4","1686239273223"
"192.168.0.220","EUR","FILE","2","2375","82","40","4","1686239273227"
"192.168.0.230","USA","APP","1","2942","89","114","3","1686239273230"
"192.168.0.180","EUR","FILE","0","4295","149","168","7","1686239273232"
"192.168.0.200","USA","index.html","1","3319","110","111","4","1686239273236"
"192.168.0.240","ASI","FILE","2","2506","90","62","1","1686239273240"
"192.168.0.180","EUR","APP","0","4324","150","188","6","1686239273244"
"192.168.0.200","EUR","FILE","1","3353","111","111","5","1686239273247"
"192.168.0.230","EUR","APP","1","2976","90","84","4","1686239273252"
"192.168.0.180","USA","index.html","0","4342","151","130","4","1686239273254"
"192.168.0.210","USA","index.html","1","2749","93","115","3","1686239273258"
"192.168.0.250","USA","index.html","0","3116","106","126","3","1686239273261"
"192.168.0.180","ASI","FILE","0","4382","152","161","3","1686239273264"
"192.168.0.220","EUR","index.html","2","2398","83","64","7","1686239273269"
"192.168.0.240","EUR","index.html","1","2526","91","88","5","1686239273273"
"192.168.0.180","EUR","APP","0","4407","153","194","4","1686239273276"
"192.168.0.210","EUR","FILE","0","2788","94","125","5","1686239273279"
"192.168.0.250","ASI","index.html","0","3131","107","183","2","1686239273283"
"192.168.0.180","USA","APP","0","4431","154","142","4","1686239273287"
"192.168.0.210","EUR","FILE","0","2822","95","135","7","1686239273290"
"192.168.0.240","EUR","FILE","0","2570","92","152","4","1686239273293"
"192.168.0.190","USA","FILE","2","3869","137","75","4","1686239273297"
"192.168.0.210","USA","APP","2","2855","96","49","4","1686239273301"
"192.168.0.250","USA","FILE","2","3181","108","50","3","1686239273303"
"192.168.0.190","USA","FILE","1","3902","138","102","3","1686239273307"
"192.168.0.210","EUR","index.html","0","2870","97","191","7","1686239273309"
"192.168.0.250","EUR","index.html","1","3200","109","101","7","1686239273314"
"192.168.0.180","EUR","FILE","1","4462","155","87","5","1686239273318"
"192.168.0.200","ASI","FILE","2","3385","112","74","1","1686239273321"
"192.168.0.250","ASI","index.html","0","3218","110","119","1","1686239273324"
"192.168.0.180","EUR","APP","1","4489","156","78","4","1686239273329"
"192.168.0.200","ASI","FILE","2","3427","113","68","2","1686239273332"
"192.168.0.250","EUR","APP","0","3243","111","170","5","1686239273335"
"192.168.0.180","EUR","FILE","1","4533","157","114","6","1686239273338"
"192.168.0.210","EUR","FILE","0","2901","98","176","4","1686239273341"
"192.168.0.240","USA","index.html","2","2591","93","71","3","1686239273346"
"192.168.0.190","ASI","APP","0","3932","139","155","3","1686239273350"
"192.168.0.220","EUR","APP","1","2426","84","96","6","1686239273354"
"192.168.0.230","EUR","APP","0","3006","91","161","4","1686239273357"
"192.168.0.190","EUR","index.html","2","3954","140","65","5","1686239273363"
"192.168.0.210","EUR","FILE","0","2940","99","156","7","1686239273367"
"192.168.0.230","EUR","APP","0","3037","92","149","4","1686239273370"
"192.168.0.190","ASI","FILE","2","4006","141","52","2","1686239273372"
"192.168.0.220","EUR","index.html","0","2442","85","165","4","1686239273377"
"192.168.0.240","ASI","APP","0","2616","94","113","3","1686239273381"
"192.168.0.180","USA","APP","0","4559","158","140","3","1686239273384"
"192.168.0.220","ASI","APP","1","2474","86","80","3","1686239273387"
"192.168.0.230","USA","APP","0","3069","93","132","4","1686239273392"
"192.168.0.190","EUR","index.html","0","4023","142","136","7","1686239273395"
"192.168.0.210","USA","APP","1","2969","100","109","4","1686239273399"
"192.168.0.230","EUR","index.html","1","3087","94","118","7","1686239273402"
"192.168.0.190","ASI","APP","1","4055","143","88","2","1686239273407"
"192.168.0.220","EUR","index.html","0","2489","87","191","5","1686239273411"
"192.168.0.250","USA","APP","2","3276","112","68","3","1686239273414"
"192.168.0.180","EUR","index.html","1","4577","159","118","5","1686239273417"
"192.168.0.220","ASI","FILE","2","2542","88","45","1","1686239273422"
"192.168.0.240","ASI","FILE","1","2649","95","100","1","1686239273425"
"192.168.0.190","ASI","index.html","0","4073","144","122","2","1686239273428"
"192.168.0.220","ASI","index.html","0","2561","89","115","2","1686239273431"
"192.168.0.230","ASI","index.html","2","3116","95","43","2","1686239273436"
"192.168.0.190","USA","index.html","0","4091","145","132","4","1686239273441"
"192.168.0.220","ASI","FILE","2","2614","90","42","2","1686239273444"
"192.168.0.240","ASI","index.html","0","2668","96","116","3","1686239273447"
"192.168.0.190","USA","APP","1","4126","146","79","3","1686239273452"
"192.168.0.200","USA","FILE","1","3474","114","90","3","1686239273455"
"192.168.0.250","USA","APP","2","3307","113","75","3","1686239273459"
"192.168.0.190","USA","index.html","2","4151","147","55","3","1686239273462"
"192.168.0.220","USA","FILE","0","2659","91","143","3","1686239273467"
"192.168.0.230","EUR","index.html","0","3132","96","157","6","1686239273471"
"192.168.0.190","EUR","APP","2","4189","148","51","4","1686239273474"
"192.168.0.200","EUR","FILE","0","3519","115","132","5","1686239273476"
"192.168.0.240","USA","index.html","0","2685","97","136","4","1686239273482"
"192.168.0.190","USA","index.html","0","4204","149","192","4","1686239273487"
"192.168.0.220","ASI","FILE","0","2691","92","122","3","1686239273490"
"192.168.0.230","EUR","FILE","2","3172","97","64","7","1686239273493"
"192.168.0.180","USA","APP","0","4602","160","169","3","1686239273499"
"192.168.0.200","ASI","index.html","2","3540","116","73","1","1686239273502"
"192.168.0.240","ASI","FILE","0","2722","98","178","2","1686239273505"
"192.168.0.180","USA","index.html","1","4622","161","94","4","1686239273508"
"192.168.0.200","USA","FILE","1","3574","117","89","3","1686239273515"
"192.168.0.250","ASI","FILE","1","3349","114","103","1","1686239273518"
"192.168.0.190","ASI","FILE","1","4246","150","88","1","1686239273522"
"192.168.0.210","USA","APP","1","2993","101","119","3","1686239273525"
"192.168.0.250","USA","APP","2","3383","115","46","4","1686239273529"
"192.168.0.190","ASI","APP","1","4273","151","82","2","1686239273532"
"192.168.0.220","USA","APP","0","2718","93","148","3","1686239273536"
"192.168.0.230","ASI","FILE","2","3209","98","73","2","1686239273539"
"192.168.0.190","USA","index.html","2","4299","152","50","4","1686239273544"
"192.168.0.200","USA","index.html","1","3594","118","94","4","1686239273548"
"192.168.0.240","USA","index.html","1","2741","99","97","3","1686239273552"
"192.168.0.180","EUR","APP","1","4648","162","106","5","1686239273555"
"192.168.0.220","EUR","FILE","1","2753","94","119","6","1686239273560"
"192.168.0.240","USA","FILE","1","2789","100","93","3","1686239273563"
"192.168.0.180","EUR","FILE","2","4699","163","59","4","1686239273566"
"192.168.0.200","USA","APP","2","3629","119","41","4","1686239273569"
"192.168.0.240","USA","FILE","1","2836","101","111","3","1686239273574"
"192.168.0.190","USA","index.html","0","4316","153","146","4","1686239273578"
"192.168.0.210","EUR","APP","2","3028","102","45","4","1686239273581"
"192.168.0.240","EUR","FILE","1","2873","102","93","5","1686239273584"
"192.168.0.180","EUR","FILE","1","4740","164","102","5","1686239273588"
"192.168.0.220","EUR","index.html","1","2771","95","117","5","1686239273594"
"192.168.0.240","ASI","APP","1","2899","103","98","1","1686239273597"
"192.168.0.190","EUR","FILE","2","4364","154","75","5","1686239273600"
"192.168.0.200","ASI","FILE","2","3674","120","70","2","1686239273603"
"192.168.0.240","ASI","FILE","2","2956","104","45","2","1686239273608"
"192.168.0.190","EUR","APP","2","4399","155","54","5","1686239273611"
"192.168.0.210","USA","APP","0","3058","103","126","3","1686239273615"
"192.168.0.240","EUR","APP","2","3000","105","41","4","1686239273617"
"192.168.0.190","ASI","FILE","1","4446","156","112","2","1686239273622"
"192.168.0.210","USA","APP","2","3085","104","72","4","1686239273625"
"192.168.0.250","EUR","index.html","0","3400","116","150","7","1686239273629"
"192.168.0.190","ASI","FILE","0","4480","157","171","3","1686239273632"
"192.168.0.200","USA","FILE","0","3700","121","173","3","1686239273635"
"192.168.0.240","USA","FILE","1","3043","106","97","3","1686239273643"
"192.168.0.180","EUR","FILE","0","4783","165","158","5","1686239273646"
"192.168.0.210","ASI","FILE","2","3129","105","54","1","1686239273650"
"192.168.0.250","USA","APP","1","3431","117","91","4","1686239273654"
"192.168.0.190","ASI","index.html","2","4504","158","56","1","1686239273658"
"192.168.0.220","USA","APP","2","2811","96","43","3","1686239273662"
"192.168.0.250","USA","index.html","0","3448","118","140","4","1686239273664"
"192.168.0.190","USA","FILE","0","4545","159","112","3","1686239273669"
"192.168.0.220","EUR","APP","2","2848","97","64","7","1686239273672"
"192.168.0.230","USA","index.html","1","3228","99","98","3","1686239273675"
"192.168.0.190","ASI","APP","2","4580","160","40","1","1686239273678"
"192.168.0.210","ASI","FILE","1","3174","106","105","3","1686239273681"
"192.168.0.230","USA","index.html","0","3247","100","114","4","1686239273686"
"192.168.0.180","USA","APP","0","4809","166","136","4","1686239273689"
"192.168.0.220","EUR","APP","2","2876","98","63","6","1686239273692"
"192.168.0.250","USA","index.html","0","3464","119","170","4","1686239273695"
"192.168.0.190","EUR","APP","1","4611","161","95","6","1686239273702"
"192.168.0.220","ASI","FILE","0","2919","99","178","1","1686239273705"
"192.168.0.250","USA","FILE","1","3507","120","104","4","1686239273708"
"192.168.0.180","USA","FILE","0","4850","167","176","4","1686239273712"
"192.168.0.200","EUR","FILE","2","3737","122","58","7","1686239273717"
"192.168.0.250","ASI","FILE","1","3549","121","113","3","1686239273721"
"192.168.0.180","USA","FILE","1","4880","168","99","3","1686239273724"
"192.168.0.210","EUR","APP","1","3207","107","80","7","1686239273727"
"192.168.0.250","USA","FILE","0","3583","122","104","3","1686239273732"
"192.168.0.190","ASI","FILE","1","4660","162","79","3","1686239273735"
"192.168.0.210","EUR","index.html","0","3225","108","130","6","1686239273738"
"192.168.0.230","ASI","FILE","0","3285","101","131","1","1686239273742"
"192.168.0.190","USA","index.html","1","4679","163","103","4","1686239273745"
"192.168.0.220","ASI","APP","2","2955","100","44","3","1686239273750"
"192.168.0.250","USA","APP","1","3613","123","97","4","1686239273752"
"192.168.0.190","USA","index.html","0","4695","164","169","3","1686239273755"
"192.168.0.200","USA","FILE","0","3769","123","125","4","1686239273759"
"192.168.0.250","USA","index.html","2","3634","124","72","4","1686239273764"
"192.168.0.180","EUR","index.html","1","4898","169","112","4","1686239273767"
"192.168.0.220","EUR","FILE","2","3000","101","62","5","1686239273773"
"192.168.0.240","ASI","FILE","1","3088","107","82","1","1686239273776"
"192.168.0.190","EUR","APP","0","4724","165","199","7","1686239273782"
"192.168.0.200","USA","FILE","0","3807","124","144","3","1686239273788"
"192.168.0.240","EUR","FILE","1","3133","108","110","5","1686239273791"
"192.168.0.190","ASI","APP","1","4754","166","87","1","1686239273796"
"192.168.0.210","ASI","index.html","0","3244","109","113","1","1686239273799"
"192.168.0.250","USA","FILE","1","3678","125","87","3","1686239273802"
"192.168.0.180","USA","APP","1","4925","170","103","4","1686239273806"
"192.168.0.200","ASI","APP","1","3839","125","116","2","1686239273810"
"192.168.0.250","ASI","FILE","1","3723","126","80","2","1686239273813"
"192.168.0.180","ASI","index.html","0","4940","171","192","1","1686239273816"
"192.168.0.210","EUR","FILE","2","3292","110","51","7","1686239273819"
"192.168.0.240","EUR","index.html","1","3154","109","84","4","1686239273822"
"192.168.0.190","USA","APP","2","4786","167","72","3","1686239273832"
"192.168.0.210","USA","APP","1","3319","111","117","3","1686239273835"
"192.168.0.230","ASI","FILE","2","3327","102","77","1","1686239273841"
"192.168.0.190","USA","APP","0","4813","168","159","3","1686239273843"
"192.168.0.210","USA","APP","0","3340","112","198","4","1686239273846"
"192.168.0.230","EUR","APP","0","3347","103","186","6","1686239273850"
"192.168.0.180","ASI","index.html","2","4961","172","75","2","1686239273853"
"192.168.0.200","ASI","FILE","2","3873","126","59","3","1686239273858"
"192.168.0.240","ASI","APP","2","3186","110","75","2","1686239273862"
"192.168.0.180","EUR","index.html","2","4981","173","78","4","1686239273865"
"192.168.0.220","EUR","index.html","1","3021","102","79","5","1686239273869"
"192.168.0.240","EUR","index.html","2","3207","111","72","4","1686239273872"
"192.168.0.180","ASI","index.html","1","5003","174","76","1","1686239273875"
"192.168.0.220","USA","FILE","1","3070","103","85","4","1686239273878"
"192.168.0.250","ASI","FILE","2","3764","127","57","1","1686239273881"
"192.168.0.180","ASI","FILE","0","5034","175","196","3","1686239273884"
"192.168.0.210","ASI","APP","1","3367","113","104","3","1686239273893"
"192.168.0.250","ASI","FILE","1","3811","128","106","1","1686239273898"
"192.168.0.190","EUR","APP","2","4847","169","77","5","1686239273902"
"192.168.0.210","ASI","FILE","1","3405","114","89","1","1686239273905"
"192.168.0.230","ASI","FILE","0","3387","104","111","3","1686239273909"
"192.168.0.190","EUR","APP","0","4880","170","109","4","1686239273912"
"192.168.0.220","EUR","FILE","0","3114","104","181","5","1686239273915"
"192.168.0.240","EUR","APP","1","3240","112","102","7","1686239273920"
"192.168.0.190","USA","FILE","2","4935","171","49","4","1686239273923"
"192.168.0.220","USA","FILE","2","3154","105","51","4","1686239273926"
"192.168.0.240","EUR","APP","2","3276","113","68","4","1686239273929"
"192.168.0.190","EUR","index.html","0","4954","172","112","5","1686239273932"
"192.168.0.220","USA","index.html","0","3171","106","139","3","1686239273940"
"192.168.0.230","EUR","FILE","1","3434","105","86","5","1686239273943"
"192.168.0.180","EUR","APP","2","5070","176","68","5","1686239273946"
"192.168.0.210","ASI","FILE","2","3441","115","54","2","1686239273951"
"192.168.0.230","EUR","index.html","1","3455","106","83","6","1686239273958"
"192.168.0.190","USA","FILE","1","4992","173","91","4","1686239273961"
"192.168.0.200","USA","APP","0","3899","127","155","4","1686239273968"
"192.168.0.230","ASI","FILE","0","3493","107","104","3","1686239273972"
"192.168.0.180","ASI","FILE","0","5099","177","162","2","1686239273975"
"192.168.0.220","USA","APP","1","3200","107","117","3","1686239273980"
"192.168.0.230","ASI","FILE","1","3532","108","100","3","1686239273983"
